,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
2689,A. Severo,Racing U20,Racing,Uruguay | Primera División 2025,"CF, LWF, LW",19.0,167,Uruguay,Uruguay,2030-12-31,unknown,10,666,28.74,52.36,68.43,60.0,53.21,34.55,83.66
2690,F. Roldan,Danubio,Danubio,Uruguay | Primera División 2025,"CF, LCMF",19.0,0,Uruguay,Uruguay,,unknown,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,N. Azambuja Vargas,Danubio U20,Danubio,Uruguay | Primera División 2025,CF,17.0,170,Uruguay,Uruguay,,unknown,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,F. Martinicorena,Danubio,Danubio,Uruguay | Primera División 2025,CF,21.0,190,Uruguay,Uruguay,,right,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,P. Viudez,Racing,Racing,Uruguay | Primera División 2025,"CF, RW, LW",20.0,169,Uruguay,Uruguay,,right,7,323,24.61,50.79,75.0,80.12,51.17,9.4,57.77
2694,F. Sosa,Progreso,Progreso,Uruguay | Primera División 2025,CF,29.0,190,Uruguay,Uruguay,,right,9,394,48.07,63.48,87.22,57.78,61.08,8.81,63.38
2695,A. Príncipe,Juventud,Juventud,Uruguay | Primera División 2025,CF,24.0,175,Argentina,Argentina,,right,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,B. Larregui,Juventud,Juventud,Uruguay | Primera División 2025,"CF, AMF",24.0,182,Uruguay,Uruguay,2026-12-31,unknown,14,1097,77.54,82.98,58.06,58.27,40.8,23.44,25.69
2697,R. Machado,Liverpool,Liverpool,Uruguay | Primera División 2025,"CF, RW, RCMF",19.0,177,Uruguay,"Uruguay, Italy",2028-10-25,right,11,329,78.35,24.49,46.11,25.31,24.04,28.26,37.81
2698,F. Barone,River Plate,River Plate,Uruguay | Primera División 2025,CF,18.0,190,Uruguay,Uruguay,2025-12-31,right,8,341,82.15,32.03,69.35,60.12,26.08,47.95,58.43
2699,T. Correa,River Plate,River Plate,Uruguay | Primera División 2025,CF,20.0,175,Spain,"Spain, Uruguay",2025-12-31,unknown,13,574,38.54,39.97,62.47,64.07,55.86,40.88,59.12
2700,I. López,River Plate,River Plate,Uruguay | Primera División 2025,CF,19.0,0,Italy,"Italy, Uruguay",,unknown,11,934,76.58,46.7,32.75,50.12,57.19,90.02,27.99
2701,A. Vera,River Plate,River Plate,Uruguay | Primera División 2025,"CF, LCMF, AMF",21.0,175,Uruguay,Uruguay,2025-12-31,left,11,557,29.25,64.24,85.83,64.2,57.87,52.79,93.35
2702,S. da Silva,Miramar Misiones,Miramar Misiones,Uruguay | Primera División 2025,CF,23.0,181,Uruguay,Uruguay,,right,9,533,28.82,51.14,72.84,67.53,28.77,82.12,45.85
2703,C. Palacios,Boca Juniors,Colo Colo,Chile | Primera División 2024,"AMF, LWF, CF",24.0,180,Chile,Chile,2025-12-31,right,23,1921,51.01,86.99,84.91,51.51,96.2,40.93,40.63
2704,J. Correa,Colo Colo,Colo Colo,Chile | Primera División 2024,"CF, AMF",32.0,186,Argentina,Argentina,2027-12-31,right,11,900,77.64,36.19,77.59,34.28,56.63,48.46,53.52
2705,G. Tapia,River Plate,Universidad Católica,Chile | Primera División 2024,"CF, RAMF",23.0,179,Chile,Chile,,right,29,2402,71.57,69.86,83.83,81.08,47.38,75.72,59.83
2706,F. Martínez,Atlético GO,Everton,Chile | Primera División 2024,CF,29.0,175,Uruguay,"Uruguay, Spain",2025-06-30,right,22,1250,49.74,49.3,69.46,72.47,59.58,51.41,42.09
2707,M. Rodríguez,Platense,Huachipato,Chile | Primera División 2024,CF,24.0,183,Chile,Chile,2025-12-31,right,20,1396,43.2,73.97,41.69,78.43,33.31,44.97,66.43
2708,B. Palmezano,Atromitos,Huachipato,Chile | Primera División 2024,"AMF, RW, RWF",24.0,163,Venezuela,Venezuela,,left,17,959,23.04,85.45,83.83,89.76,78.07,8.1,69.92
2709,L. Cabral,Independiente,Coquimbo Unido,Chile | Primera División 2024,"CF, AMF",29.0,170,Argentina,"Argentina, Chile",2027-06-30,right,14,1360,40.89,86.63,93.52,45.12,85.3,23.04,74.05
2710,G. Paiva,Junior,Colo Colo,Chile | Primera División 2024,CF,27.0,181,Paraguay,Paraguay,2025-12-31,right,24,1557,41.24,60.87,32.53,43.73,71.96,84.24,45.0
2711,O. Fernández,Santa Fe,Everton,Chile | Primera División 2024,"CF, RCMF, AMF",32.0,165,Colombia,Colombia,2025-12-31,left,18,885,24.0,66.35,36.87,75.18,61.81,12.08,23.99
2712,G. Graciani,Ñublense,Ñublense,Chile | Primera División 2024,"CF, AMF, RCMF",31.0,180,Argentina,Argentina,,right,28,2119,60.58,61.49,64.25,51.45,47.44,77.95,61.68
2713,R. Contreras,Universidad de Chile,Everton,Chile | Primera División 2024,CF,29.0,182,Argentina,Argentina,2026-12-31,left,25,2353,90.56,81.33,69.97,58.43,69.22,80.87,30.38
2714,F. Chamorro,La Serena,Palestino,Chile | Primera División 2024,"CF, LCMF, AMF",23.0,184,Chile,Chile,,left,26,891,36.19,66.39,78.86,15.96,62.26,37.67,81.79
2715,D. Coelho,Cobresal,Cobresal,Chile | Primera División 2024,CF,29.0,182,Uruguay,Uruguay,,left,14,1000,71.26,21.22,22.86,13.67,16.81,53.32,19.55
2716,L. Arriagada,Athletico Paranaense,Audax Italiano,Chile | Primera División 2024,"CF, LW",22.0,184,Chile,Chile,2025-12-31,right,13,627,49.41,28.4,78.46,64.22,46.9,46.8,73.94
2717,M. Bolados,Colo Colo,Colo Colo,Chile | Primera División 2024,"CF, LW",29.0,172,Chile,Chile,2026-12-31,right,25,1286,69.94,81.03,92.68,82.17,67.32,41.47,70.08
2718,F. Frías,Sarmiento,Unión Española,Chile | Primera División 2024,CF,23.0,174,Argentina,Argentina,2025-12-31,right,24,1509,87.11,36.04,39.82,67.47,36.11,40.42,41.36
2719,J. Abrigo,Palestino,Palestino,Chile | Primera División 2024,"AMF, RCMF, CF",30.0,170,Chile,Chile,,right,29,1950,46.51,76.77,79.97,83.25,91.75,36.11,57.88
2720,S. Pino,Deportes Iquique,Deportes Iquique,Chile | Primera División 2024,CF,31.0,197,Chile,Chile,2026-12-31,unknown,26,2391,84.54,74.49,47.62,31.08,32.32,88.48,33.51
2721,T. Vecino,Nizhny Novgorod,Huachipato,Chile | Primera División 2024,CF,26.0,182,Uruguay,"Uruguay, Italy",2027-12-31,left,12,1094,82.76,35.64,8.95,13.37,39.13,62.81,48.67
2722,C. Montes,Universidad Católica,Universidad Católica,Chile | Primera División 2024,"CF, RW, LW",23.0,178,Chile,Chile,,right,25,1130,33.83,38.1,78.34,60.96,50.78,51.11,85.34
2723,B. Monroy,San Marcos,Cobreloa,Chile | Primera División 2024,CF,25.0,183,Chile,Chile,2025-12-31,right,12,962,50.8,23.13,44.07,33.86,53.83,61.72,37.8
2724,I. Jeraldino,Unión Española,Audax Italiano,Chile | Primera División 2024,CF,29.0,182,Chile,"Chile, Italy",2025-12-31,right,29,2358,77.77,47.28,40.54,63.37,42.65,57.91,65.44
2725,J. Marabel,Palestino,Palestino,Chile | Primera División 2024,CF,27.0,186,Paraguay,Paraguay,2025-06-30,right,22,1178,58.53,43.07,44.43,30.9,48.28,83.93,33.74
2726,A. Azócar,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,"CF, LW, RW",24.0,180,Chile,Chile,2025-12-31,left,30,1440,38.56,55.44,77.86,81.69,57.92,24.4,70.57
2727,E. Moreira,La Serena,O'Higgins,Chile | Primera División 2024,CF,23.0,188,Chile,Chile,,right,7,292,50.19,26.33,23.64,12.47,31.54,67.96,40.12
2728,M. Campos,Everton,Everton,Chile | Primera División 2024,CF,33.0,177,Chile,Chile,2025-12-31,right,17,872,57.74,48.82,56.2,34.82,29.7,51.05,53.66
2729,M. Borgnino,Alvarado,Cobreloa,Chile | Primera División 2024,"CF, RCMF",27.0,176,Argentina,"Argentina, Italy",,left,20,945,51.56,61.82,62.08,62.35,59.91,42.14,51.89
2730,P. Sánchez,Ñublense,Ñublense,Chile | Primera División 2024,CF,27.0,179,Chile,Chile,2027-12-31,right,23,1323,53.25,71.11,42.08,38.37,41.72,26.9,41.56
2731,J. Castro,Deportes Temuco,Cobresal,Chile | Primera División 2024,CF,28.0,175,Chile,Chile,2025-12-31,right,5,234,57.62,24.87,8.46,12.47,25.72,77.99,86.06
2732,P. Parra,Unión La Calera,Unión La Calera,Chile | Primera División 2024,"AMF, LW, LCMF",30.0,177,Chile,Chile,2024-12-31,right,18,1301,36.02,59.64,74.19,69.28,74.85,41.14,60.52
2733,L. Pons,Universidad de Chile,Universidad de Chile,Chile | Primera División 2024,CF,34.0,181,Argentina,Argentina,2025-12-31,right,22,991,58.06,54.36,39.7,13.67,43.46,93.98,87.23
2734,C. Palacios,Universidad de Chile,Universidad de Chile,Chile | Primera División 2024,CF,34.0,171,Uruguay,Uruguay,2024-12-31,right,25,1804,88.39,52.28,27.53,77.23,34.07,16.47,19.41
2735,N. Guerra,Universidad de Chile,Universidad de Chile,Chile | Primera División 2024,CF,25.0,174,Chile,Chile,2025-12-31,right,16,699,82.67,77.28,59.55,14.22,47.44,22.5,35.08
2736,F. Zampedri,Universidad Católica,Universidad Católica,Chile | Primera División 2024,CF,37.0,185,Argentina,Argentina,2025-12-31,right,28,2596,91.13,29.23,20.09,27.83,32.17,66.84,19.45
2737,J. Dos Santos,Artigas,Everton,Chile | Primera División 2024,"CF, AMF",33.0,178,Uruguay,Uruguay,2025-06-30,right,7,150,23.36,38.39,17.56,12.47,55.66,65.03,14.88
2738,A. Castillo,O'Higgins,O'Higgins,Chile | Primera División 2024,CF,27.0,186,Paraguay,Paraguay,2026-12-31,right,25,1721,40.91,51.07,27.08,41.57,57.71,94.75,41.62
2739,G. Rodríguez,Cerro,Cobreloa,Chile | Primera División 2024,CF,32.0,187,Uruguay,Uruguay,2025-12-31,left,10,420,33.73,40.99,57.14,53.86,41.69,33.1,57.46
2740,G. Norambuena,Unión Española,Unión Española,Chile | Primera División 2024,"CF, LWF, LB",21.0,176,Chile,Chile,,right,11,316,10.95,48.19,59.37,95.42,49.55,23.88,77.67
2741,L. Palacios,Audax Italiano,Audax Italiano,Chile | Primera División 2024,"CF, RWF",29.0,179,Argentina,Argentina,,right,19,1006,32.97,74.55,55.66,59.64,43.55,60.15,36.59
2742,A. Vilches,Cobresal,Cobresal,Chile | Primera División 2024,CF,33.0,182,Chile,Chile,2025-12-31,right,10,691,72.44,19.7,21.02,14.58,36.45,55.15,43.23
2743,L. Valencia,Audax Italiano,Cobresal,Chile | Primera División 2024,"CF, AMF",33.0,169,Chile,Chile,,right,23,2068,66.57,86.07,89.85,81.08,92.05,5.39,47.91
2744,J. Vázquez,Almirante Brown,Coquimbo Unido,Chile | Primera División 2024,"AMF, CF, DMF",30.0,183,Argentina,Argentina,,right,9,500,12.78,48.6,42.44,65.42,66.66,38.1,81.98
2745,F. Soldano,Defensor Sporting,Unión La Calera,Chile | Primera División 2024,CF,30.0,180,Argentina,"Argentina, Italy",2025-12-31,right,28,2607,31.2,38.27,23.55,60.0,52.02,85.69,68.5
2746,G. Álvarez,Deportes Limache,Audax Italiano,Chile | Primera División 2024,"CF, LWF, AMF",28.0,173,Chile,Chile,,left,17,1203,43.51,61.12,71.63,73.25,72.74,16.9,62.91
2747,J. Henríquez,Cobresal,Coquimbo Unido,Chile | Primera División 2024,"AMF, DMF, RCMF",30.0,176,Chile,Chile,,right,9,346,54.23,52.68,43.61,96.63,68.7,69.06,96.96
2748,Nicolas Castillo,unknown,Universidad Católica,Chile | Primera División 2024,"CF, RCMF",32.0,179,Chile,Chile,,right,12,289,61.22,23.82,37.05,12.47,36.63,29.13,35.76
2749,C. Insaurralde,Unión La Calera,Cobreloa,Chile | Primera División 2024,"CF, LWF, LW",33.0,180,Argentina,Argentina,2026-12-31,left,22,2070,51.54,82.3,94.55,96.14,69.01,69.07,62.18
2750,T. Figueroa,Antofagasta,Copiapó,Chile | Primera División 2024,CF,33.0,191,Argentina,Argentina,,left,24,1184,53.42,32.15,44.31,13.01,42.89,90.52,72.67
2751,A. Chávez,Lamia,Coquimbo Unido,Chile | Primera División 2024,CF,33.0,185,Argentina,Argentina,,left,20,1481,52.87,51.78,60.33,82.77,40.09,73.82,16.16
2752,I. Jara,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,"AMF, CF, LCMF",27.0,168,Chile,Chile,2024-12-31,left,8,170,56.36,74.09,26.3,79.16,49.73,4.4,65.35
2753,G. Sosa,Ñublense,Palestino,Chile | Primera División 2024,CF,36.0,185,Argentina,Argentina,,right,22,1641,71.62,40.3,33.01,42.53,44.19,71.74,15.17
2754,P. Rubio,Ñublense,Ñublense,Chile | Primera División 2024,CF,35.0,175,Chile,Chile,,right,23,1840,74.7,67.8,27.32,59.88,68.73,60.54,52.59
2755,J. Bauman,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,"CF, AMF",33.0,178,Argentina,Argentina,2024-12-31,right,11,599,53.63,48.96,12.47,13.25,40.81,43.67,9.25
2756,A. Ramos,Deportes Iquique,Deportes Iquique,Chile | Primera División 2024,"CF, RWF",33.0,167,Chile,Chile,,right,25,1359,61.57,53.01,29.22,44.58,43.25,44.84,58.86
2757,Emiliano Vecchio,Unión Española,Unión Española,Chile | Primera División 2024,"AMF, CF, LCMF",36.0,177,Argentina,"Argentina, Italy",2024-12-31,right,22,1674,58.33,85.8,56.17,76.27,93.73,5.96,9.65
2758,M. Quinteros,Curicó Unido,Copiapó,Chile | Primera División 2024,"CF, LWF",35.0,174,Argentina,"Argentina, Chile",,right,29,2062,74.25,63.25,45.18,67.95,55.24,15.81,30.71
2759,G. Lezcano,Magallanes,Cobresal,Chile | Primera División 2024,"CF, AMF",38.0,168,Argentina,Argentina,,right,27,1335,45.11,72.2,73.49,91.45,77.86,21.96,7.16
2760,I. Díaz,Rangers,Copiapó,Chile | Primera División 2024,"CF, RWF",35.0,183,Chile,Chile,,right,22,1104,31.59,50.16,46.23,57.11,14.1,54.56,67.18
2761,L. Benegas,Unión Española,Unión Española,Chile | Primera División 2024,CF,36.0,180,Argentina,"Argentina, Chile",2024-12-31,left,15,1018,77.91,47.56,53.07,32.71,18.43,40.85,62.96
2762,W. Ponce,Cobreloa,Unión La Calera,Chile | Primera División 2024,"CF, LW, RW",27.0,185,Chile,Chile,,right,25,1010,36.06,50.96,79.94,91.75,48.25,58.46,85.47
2763,P. Bonacci,Ñublense,Ñublense,Chile | Primera División 2024,CF,26.0,189,Argentina,Argentina,2026-12-31,right,7,181,19.96,46.6,35.63,12.47,38.49,60.03,51.44
2764,E. Herrera,Quilmes,Ñublense,Chile | Primera División 2024,CF,38.0,186,Argentina,Argentina,2025-12-31,right,8,317,12.57,32.92,25.63,15.42,57.8,19.49,18.65
2765,E. Gigliotti,Colón,Unión La Calera,Chile | Primera División 2024,CF,37.0,187,Argentina,"Argentina, France",,right,17,880,49.2,50.76,14.49,44.28,49.91,74.85,7.47
2766,S. Sáez,Unión La Calera,Huachipato,Chile | Primera División 2024,CF,40.0,176,Argentina,Argentina,,right,20,809,29.08,55.42,17.77,45.9,63.19,75.87,51.84
2767,J. Luna,Santiago Wanderers,Copiapó,Chile | Primera División 2024,"CF, AMF, DMF",38.0,168,Argentina,Argentina,,right,28,2444,25.17,89.7,69.01,80.72,81.99,53.94,18.19
2768,R. Díaz,Everton,Everton,Chile | Primera División 2024,CF,22.0,170,Chile,Chile,,right,1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,M. Becerra,Cobreloa,Cobreloa,Chile | Primera División 2024,CF,24.0,0,Chile,Chile,,unknown,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,L. Di Maio,Cobreloa,Cobreloa,Chile | Primera División 2024,CF,19.0,184,Argentina,Argentina,,right,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2771,E. Norero,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,CF,18.0,0,Chile,Chile,,unknown,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,J. Tempine,Ñublense U19,Ñublense,Chile | Primera División 2024,CF,0.0,0,Chile,Chile,,unknown,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,L. Parra,Cobreloa,Cobreloa,Chile | Primera División 2024,CF,22.0,0,Chile,Chile,,unknown,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,M. Plaza,Ñublense,Ñublense,Chile | Primera División 2024,"CF, LCMF, DMF",24.0,0,Chile,Chile,2027-12-31,unknown,22,701,11.76,61.86,85.48,68.8,64.25,43.1,87.65
2775,V. Adamo,Boston River,Unión Española,Chile | Primera División 2024,CF,22.0,193,Uruguay,Uruguay,2026-12-31,right,21,820,58.99,34.14,16.27,55.18,15.9,80.05,57.69
2776,J. Rossel,Universidad Católica U20,Universidad Católica,Chile | Primera División 2024,"CF, LAMF",20.0,0,Chile,Chile,2025-12-31,unknown,16,424,36.71,28.0,60.81,47.71,76.57,61.11,90.84
2777,O. Bianchi,All Boys,O'Higgins,Chile | Primera División 2024,CF,29.0,187,Argentina,Argentina,2027-12-31,right,25,1058,70.56,66.9,30.72,62.41,36.57,83.25,51.02
2778,E. Calderon,O'Higgins,O'Higgins,Chile | Primera División 2024,"CF, RW, RAMF",21.0,0,Chile,Chile,,unknown,22,1292,42.48,49.27,68.92,56.02,64.67,49.73,76.85
2779,D. Pizarro,Udinese,Colo Colo,Chile | Primera División 2024,CF,20.0,187,Chile,Chile,2029-06-30,right,13,688,86.16,44.25,78.22,58.8,30.93,25.85,23.56
2780,L. Pastrán,LDU Quito,Everton,Chile | Primera División 2024,"CF, LW, LWF",22.0,173,Argentina,"Argentina, Chile",2026-12-31,right,13,1171,46.44,84.2,95.6,82.53,70.42,10.15,76.51
2781,B. Betancor,Cerro,Everton,Chile | Primera División 2024,CF,21.0,188,Uruguay,Uruguay,2025-12-31,right,7,96,58.42,60.88,80.78,12.47,51.51,90.58,43.83
2782,L. Di Maio,Independiente FBC,Cobreloa,Chile | Primera División 2024,CF,20.0,184,Argentina,"Argentina, Italy",2026-12-31,right,7,197,11.15,9.64,79.31,14.94,19.58,36.47,67.78
2783,J. Parraguez,Deportes Iquique,Cobreloa,Chile | Primera División 2024,CF,35.0,183,Chile,Chile,,right,11,941,73.34,27.71,34.16,50.6,26.69,59.6,4.91
2784,S. Carrasco,Cobresal,Cobresal,Chile | Primera División 2024,CF,20.0,189,Chile,Chile,2026-12-31,right,18,787,58.84,44.72,39.58,14.1,13.25,33.16,56.27
2785,N. Johansen,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,CF,26.0,182,Argentina,Argentina,2025-12-31,left,13,738,66.69,53.93,38.52,55.96,47.62,68.05,26.94
2786,B. Mosquera,Coquimbo Unido U19,Coquimbo Unido,Chile | Primera División 2024,CF,21.0,0,Chile,Chile,,unknown,2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,D. Pereira Soto,Coquimbo Unido,Coquimbo Unido,Chile | Primera División 2024,CF,0.0,0,Chile,Chile,,unknown,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,L. Naranjo,Unión Española,Unión Española,Chile | Primera División 2024,CF,20.0,172,Chile,Chile,,unknown,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,J. Quiñones,Audax Italiano,Audax Italiano,Chile | Primera División 2024,CF,22.0,178,Chile,Chile,,unknown,2,60,16.22,9.4,26.11,12.47,19.58,30.27,60.73
2790,L. Hernández,Copiapó,Copiapó,Chile | Primera División 2024,"CF, RCMF",20.0,0,Chile,Chile,,unknown,2,98,11.35,25.09,45.72,88.92,54.97,20.93,22.07
2791,J. Oyarzún,Huachipato U20,Huachipato,Chile | Primera División 2024,CF,21.0,0,Chile,Chile,,unknown,6,167,69.26,14.97,10.66,15.18,50.51,45.13,85.21
2792,L. Romero,Deportes Iquique,Deportes Iquique,Chile | Primera División 2024,"CF, RCMF",29.0,0,Argentina,Argentina,2024-12-31,left,4,174,79.61,35.96,64.22,78.07,25.09,94.21,61.89
2793,D. Romero,Unión La Calera,Unión La Calera,Chile | Primera División 2024,CF,21.0,179,Argentina,Argentina,2025-12-31,right,11,1045,80.91,18.54,37.26,13.49,15.69,75.58,16.36
2794,D. Plaza,Colo Colo,Colo Colo,Chile | Primera División 2024,"AMF, RCMF",21.0,178,Chile,Chile,2025-12-31,right,2,73,18.25,9.22,31.14,12.47,71.57,40.09,90.14
2795,A. Morelos,Atlético Nacional,Atlético Nacional,Colombia | Primera División 2025,"CF, LWF",28.0,177,Colombia,Colombia,2026-12-31,left,13,947,85.97,64.2,39.98,35.61,57.57,59.77,30.94
2796,J. Quintero,América de Cali,América de Cali,Colombia | Primera División 2025,"CF, AMF, RCMF",32.0,168,Colombia,Colombia,2026-12-31,left,9,703,66.67,83.07,70.05,75.7,92.01,6.07,26.7
2797,L. Castro,Millonarios,Millonarios,Colombia | Primera División 2025,CF,32.0,180,Colombia,Colombia,2025-12-31,right,9,712,91.93,37.97,26.14,44.11,43.13,38.71,12.36
2798,B. Léon,Medellín,Medellín,Colombia | Primera División 2025,"CF, LWF",24.0,175,Colombia,Colombia,2027-06-30,right,12,777,61.13,79.28,56.8,48.64,56.87,46.74,61.23
2799,F. Fydriszewski,Medellín,Medellín,Colombia | Primera División 2025,"CF, RWF",32.0,185,Argentina,"Argentina, Poland",2026-12-31,both,14,770,36.73,62.12,33.04,16.92,46.14,85.71,34.63
2800,G. Paiva,Junior,Junior,Colombia | Primera División 2025,"CF, AMF",27.0,181,Paraguay,Paraguay,2025-12-31,right,14,735,71.18,66.03,29.63,50.79,73.48,82.77,64.82
2801,B. Arce,Atlético Nacional,Atlético Nacional,Colombia | Primera División 2025,"AMF, LAMF, CF",26.0,177,Ecuador,Ecuador,2025-12-31,right,9,548,50.99,80.1,79.18,57.57,86.52,53.24,71.35
2802,R. Falcao,Millonarios,Millonarios,Colombia | Primera División 2025,CF,39.0,177,Colombia,"Colombia, Venezuela",,right,4,280,54.35,27.38,70.82,16.68,68.71,38.07,26.33
2803,R. Holgado,América de Cali,América de Cali,Colombia | Primera División 2025,CF,29.0,179,Argentina,Argentina,2026-12-31,right,13,898,91.94,56.89,41.78,15.79,36.17,77.36,65.03
2804,E. Cardona,Atlético Nacional,Atlético Nacional,Colombia | Primera División 2025,"AMF, LW, LCMF",32.0,185,Colombia,Colombia,2025-06-30,right,14,1011,86.0,92.34,65.58,90.09,90.47,57.07,45.88
2805,Marcus Vinicius,Medellín,Medellín,Colombia | Primera División 2025,"CF, LWF",28.0,188,Brazil,Brazil,2027-06-30,right,8,177,77.93,34.19,63.76,72.06,57.87,43.94,55.66
2806,G. Lencina,Tolima,Tolima,Colombia | Primera División 2025,CF,27.0,178,Argentina,Argentina,,right,13,1091,83.71,40.25,56.03,54.35,29.91,58.8,31.52
2807,Renan Oliveira,La Equidad,La Equidad,Colombia | Primera División 2025,CF,27.0,186,Brazil,Brazil,2026-05-31,left,11,800,67.23,38.08,38.48,37.9,29.7,72.08,19.82
2808,D. Cataño,Millonarios,Millonarios,Colombia | Primera División 2025,"AMF, CF, RW",33.0,174,Colombia,Colombia,2026-06-30,right,11,620,21.99,49.14,93.97,53.64,85.0,34.41,87.74
2809,S. Giordana,Millonarios,Millonarios,Colombia | Primera División 2025,CF,29.0,177,Argentina,Argentina,2026-12-31,right,10,269,84.13,41.1,69.58,59.63,28.79,88.87,76.87
2810,A. Ponce,Atlético Bucaramanga,Atlético Bucaramanga,Colombia | Primera División 2025,CF,28.0,182,Venezuela,"Venezuela, Colombia",2025-06-30,right,8,408,37.25,42.11,22.76,16.26,49.63,65.06,42.76
2811,J. Quiñónes,Tolima,Tolima,Colombia | Primera División 2025,"AMF, CF",24.0,170,Colombia,Colombia,2027-06-30,right,4,128,20.61,25.59,72.43,14.95,66.29,47.02,78.18
2812,L. Sandoval,Medellín,Medellín,Colombia | Primera División 2025,CF,25.0,183,Colombia,Colombia,2027-06-30,right,14,1094,58.6,79.21,62.94,78.93,60.05,63.8,41.59
2813,A. García,Once Caldas,Once Caldas,Colombia | Primera División 2025,"AMF, LCMF",24.0,180,Colombia,Colombia,2025-12-31,right,12,793,23.91,68.66,73.6,69.35,78.27,51.79,82.73
2814,S. Navarro,América de Cali,América de Cali,Colombia | Primera División 2025,"AMF, RCMF, LCMF",24.0,187,Colombia,Colombia,,right,16,1066,43.43,58.27,39.46,33.83,62.66,49.64,70.95
2815,J. Blanco,Atlético Bucaramanga,Atlético Bucaramanga,Colombia | Primera División 2025,CF,33.0,181,Colombia,Colombia,,right,6,333,42.84,21.21,12.8,55.98,37.03,78.99,21.97
2816,A. Parra,Tolima,Tolima,Colombia | Primera División 2025,"CF, AMF",28.0,179,Colombia,Colombia,,right,12,477,59.51,75.98,51.4,19.53,56.52,26.11,50.1
2817,W. Hurtado,Envigado,Envigado,Colombia | Primera División 2025,"AMF, CF, LCMF",20.0,170,Colombia,Colombia,2026-06-30,unknown,4,159,22.17,64.98,55.42,95.33,93.18,7.82,48.36
2818,A. Zapata,Santa Fe,Santa Fe,Colombia | Primera División 2025,"AMF, RAMF, LWF",29.0,176,Colombia,Colombia,,left,13,1003,68.56,77.78,63.39,91.21,70.93,56.28,64.65
2819,Y. González,Águilas Doradas,Águilas Doradas,Colombia | Primera División 2025,"CF, AMF, RW",30.0,184,Colombia,Colombia,,right,14,1019,56.07,50.49,88.71,39.39,62.1,79.67,53.81
2820,L. González,Junior,Junior,Colombia | Primera División 2025,"AMF, LCMF",34.0,168,Venezuela,Venezuela,2025-06-30,right,9,370,60.95,76.59,87.83,73.64,92.13,6.42,23.83
2821,E. López,Santa Fe,Santa Fe,Colombia | Primera División 2025,"AMF, RW, LW",30.0,179,Colombia,Colombia,2025-06-30,right,4,203,26.82,38.58,23.57,21.64,43.22,50.15,92.0
2822,A. Ibargüen,Atlético Bucaramanga,Atlético Bucaramanga,Colombia | Primera División 2025,"AMF, CF",32.0,175,Colombia,Colombia,,right,2,156,28.91,26.58,38.83,14.95,67.06,63.45,69.28
2823,L. Ríos,Santa Fe,Santa Fe,Colombia | Primera División 2025,"AMF, RAMF, RCMF",27.0,176,Argentina,Argentina,2025-06-30,right,7,231,23.46,47.92,73.27,65.28,49.44,61.23,90.37
2824,S. Támara,La Equidad,La Equidad,Colombia | Primera División 2025,"CF, RCMF, LCMF",28.0,173,Colombia,Colombia,,right,10,395,24.28,83.45,42.24,82.24,83.27,56.23,80.53
2825,S. Rodríguez,Junior,Junior,Colombia | Primera División 2025,CF,26.0,177,Colombia,Colombia,2027-06-30,right,16,502,91.72,33.12,47.27,17.01,50.4,60.95,24.83
2826,H. Mosquera,Santa Fe,Santa Fe,Colombia | Primera División 2025,"AMF, LAMF, CF",30.0,172,Colombia,Colombia,2025-12-31,right,13,958,32.1,84.63,89.16,92.52,65.54,48.5,61.79
2827,L. Berrío,Medellín,Medellín,Colombia | Primera División 2025,"AMF, RCMF, LCMF",26.0,172,Colombia,Colombia,,right,14,860,48.43,83.23,49.81,78.46,64.02,58.19,56.85
2828,Y. Cabrera,Deportivo Pereira,Deportivo Pereira,Colombia | Primera División 2025,"AMF, CF, RCMF",34.0,168,Colombia,Colombia,2025-12-31,right,10,550,62.48,54.06,32.8,14.95,86.75,22.16,40.03
